material Pauling_EN Sum_of_VE Mean_Atom# Mean_AtomR Atom_RR Group#_Diff Quantum#_Diff 
AgHo_group1     0.7     14     57.0     1.675     0.914285714     8     3
CdDy_group1     0.47     15     57.0     1.65     0.8857142859999999     9     3
CdGd_group1     0.49     15     56.0     1.675     0.8611111109999999     9     3
CdEu_group1     1.69     15     55.5     1.7     0.837837838     9     3
CdSm_group1     0.52     15     55.0     1.7     0.837837838     9     3
CdNd_group1     0.55     15     54.0     1.7     0.837837838     9     3
CdPr_group1     0.56     15     53.5     1.7     0.837837838     9     3
CdCe_group1     0.57     15     53.0     1.7     0.837837838     9     3
CdLa_group1     0.59     15     52.5     1.75     0.794871795     9     2
CdBa_group1     0.8     14     52.0     1.85     0.7209302329999999     10     0
AgYb_group1     0.83     14     58.5     1.675     0.914285714     8     3
AgTm_group1     0.68     14     58.0     1.675     0.914285714     8     3
CdTb_group1     0.49     15     56.5     1.65     0.8857142859999999     9     3
ClCs_group1     2.37     8     36.0     1.8     0.384615385     16     1
TlBi_group1     0.4     8     82.0     1.75     0.842105263     2     0
MgCe_group1     0.19     5     35.0     1.675     0.810810811     1     3
MgPr_group1     0.18     5     35.5     1.675     0.810810811     1     3
MgNd_group1     0.17     5     36.0     1.675     0.810810811     1     3
MgSm_group1     0.14     5     37.0     1.675     0.810810811     1     3
MgEu_group1     1.31     5     37.5     1.675     0.810810811     1     3
MgGd_group1     0.11     5     38.0     1.65     0.833333333     1     3
AlSc_group1     0.25     6     17.0     1.425     0.78125     10     1
MgTb_group1     0.11     5     38.5     1.625     0.857142857     1     3
AlFe_group1     0.22     11     19.5     1.325     0.892857143     5     1
MgDy_group1     0.09     5     39.0     1.625     0.857142857     1     3
AlCo_group1     0.27     12     20.0     1.3     0.9259259259999999     4     1
AlNi_group1     0.3     13     20.5     1.3     0.9259259259999999     3     1
SiRh_group1     0.38     13     29.5     1.225     0.814814815     5     1
AlY_group1     0.39     6     26.0     1.525     0.694444444     10     1
SiRu_group1     0.3     12     29.0     1.2     0.846153846     6     1
AlRu_group1     0.59     11     28.5     1.275     0.961538462     5     1
AlRh_group1     0.67     12     29.0     1.3     0.9259259259999999     4     1
AlPd_group1     0.59     13     29.5     1.325     0.892857143     3     1
MgHo_group1     0.08     5     39.5     1.625     0.857142857     1     3
MgEr_group1     0.07     5     40.0     1.625     0.857142857     1     3
AlRe_group1     0.29     10     44.0     1.3     0.9259259259999999     6     1
AlOs_group1     0.59     11     44.5     1.275     0.961538462     5     1
AlIr_group1     0.59     12     45.0     1.3     0.9259259259999999     4     1
AlPt_group1     0.67     13     45.5     1.3     0.9259259259999999     3     1
AlAu_group1     0.93     14     46.0     1.3     0.9259259259999999     2     1
MgTm_group1     0.06     5     40.5     1.625     0.857142857     1     3
MgYb_group1     0.21     5     41.0     1.625     0.857142857     1     3
MgLu_group1     0.04     5     41.5     1.625     0.857142857     1     2
MgHg_group1     0.69     14     46.0     1.5     1.0     10     2
MgLa_group1     0.21     5     34.5     1.725     0.7692307690000001     1     2
MgAu_group1     1.23     13     45.5     1.425     0.9     9     2
MgPd_group1     0.89     12     29.0     1.45     0.933333333     8     2
LiPd_group1     1.22     11     24.5     1.425     0.9655172409999999     9     2
LiAg_group1     0.95     12     25.0     1.525     0.90625     10     0
LiAu_group1     1.56     12     41.0     1.4     0.931034483     10     2
LiHg_group1     1.02     13     41.5     1.475     0.966666667     11     2
LiTl_group1     0.64     4     42.0     1.675     0.763157895     12     1
LiPb_group1     0.82     5     42.5     1.625     0.805555556     13     1
BeCo_group1     0.31     11     15.5     1.2     0.7777777779999999     7     2
BeNi_group1     0.34     12     16.0     1.2     0.7777777779999999     8     2
BeCu_group1     0.33     13     16.5     1.2     0.7777777779999999     9     2
MgAg_group1     0.62     13     29.5     1.55     0.9375     9     0
BePd_group1     0.63     12     25.0     1.225     0.75     8     2
BeRh_group1     0.71     11     24.5     1.2     0.7777777779999999     7     2
MgTl_group1     0.31     5     46.5     1.7     0.7894736840000001     11     1
MgRh_group1     0.97     11     28.5     1.425     0.9     7     2
MgY_group1     0.09     5     25.5     1.65     0.833333333     1     2
MgSc_group1     0.05     5     16.5     1.55     0.9375     1     2
MgSr_group1     0.36     4     25.0     1.75     0.75     0     0
NaCl_group2     2.23     8     14.0     1.4     0.5555555560000001     16     1
OTa_group2     1.94     11     40.5     1.025     0.413793103     11     1
SrTe_group2     1.15     8     45.0     1.7     0.7     14     1
OPt_group2     1.16     16     43.0     0.975     0.444444444     6     1
FNa_group2     3.05     8     10.0     1.15     0.27777777800000003     16     1
FK_group2     3.16     8     14.0     1.35     0.22727272699999998     16     1
MgSe_group2     1.24     8     23.0     1.325     0.7666666670000001     14     1
NaBr_group2     2.03     8     23.0     1.475     0.638888889     16     1
MgS_group2     1.27     8     14.0     1.25     0.666666667     14     1
FRb_group2     3.16     8     23.0     1.425     0.212765957     16     1
NaI_group2     1.73     8     32.0     1.6     0.7777777779999999     16     1
YTe_group2     0.88     9     45.5     1.6     0.7777777779999999     13     1
FAg_group2     2.05     18     28.0     1.05     0.3125     6     1
YSb_group2     0.83     8     45.0     1.625     0.805555556     12     1
FCs_group2     3.19     8     32.0     1.55     0.192307692     16     1
YBi_group2     0.8     8     61.0     1.7     0.8888888890000001     12     1
SLa_group2     1.48     9     36.5     1.475     0.512820513     13     1
SeYb_group2     1.45     9     52.0     1.45     0.6571428570000001     13     2
BrAg_group2     1.03     18     41.0     1.375     0.71875     6     1
AsYb_group2     1.08     8     51.5     1.45     0.6571428570000001     12     2
AsTm_group2     0.93     8     51.0     1.45     0.6571428570000001     12     2
AsEr_group2     0.94     8     50.5     1.45     0.6571428570000001     12     2
AsHo_group2     0.95     8     50.0     1.45     0.6571428570000001     12     2
AsDy_group2     0.96     8     49.5     1.45     0.6571428570000001     12     2
AsTb_group2     0.98     8     49.0     1.45     0.6571428570000001     12     2
AsGd_group2     0.98     8     48.5     1.475     0.638888889     12     2
AsLu_group2     0.91     8     52.0     1.45     0.6571428570000001     12     1
AsEu_group2     2.18     8     48.0     1.5     0.621621622     12     2
AsPm_group2     1.03     8     47.0     1.5     0.621621622     12     2
AsNd_group2     1.04     8     46.5     1.5     0.621621622     12     2
AsPr_group2     1.05     8     46.0     1.5     0.621621622     12     2
AsCe_group2     1.06     8     45.5     1.5     0.621621622     12     2
AsLa_group2     1.08     8     45.0     1.55     0.58974359     12     1
AsTe_group2     0.08     11     42.5     1.275     0.8214285709999999     1     0
AsSn_group2     0.22     9     41.5     1.3     0.793103448     1     0
AsSm_group2     1.01     8     47.5     1.5     0.621621622     12     2
SeSr_group2     1.6     8     36.0     1.575     0.575     14     1
SeY_group2     1.33     9     36.5     1.475     0.638888889     13     1
SeBa_group2     1.66     8     45.0     1.65     0.534883721     14     1
BrRb_group2     2.14     8     36.0     1.75     0.489361702     16     1
SePb_group2     0.75     10     58.0     1.475     0.638888889     2     0
SBa_group2     1.69     8     36.0     1.575     0.46511627899999997     14     1
SeLu_group2     1.28     9     52.5     1.45     0.6571428570000001     13     1
OYb_group2     2.34     9     39.0     1.175     0.342857143     13     2
SeTm_group2     1.3     9     51.5     1.45     0.6571428570000001     13     2
SeEr_group2     1.31     9     51.0     1.45     0.6571428570000001     13     2
SeHo_group2     1.32     9     50.5     1.45     0.6571428570000001     13     2
SeDy_group2     1.33     9     50.0     1.45     0.6571428570000001     13     2
SeTb_group2     1.35     9     49.5     1.45     0.6571428570000001     13     2
SeGd_group2     1.35     9     49.0     1.475     0.638888889     13     2
SeEu_group2     2.55     9     48.5     1.5     0.621621622     13     2
SeSm_group2     1.38     9     48.0     1.5     0.621621622     13     2
SeNd_group2     1.41     9     47.0     1.5     0.621621622     13     2
SePr_group2     1.42     9     46.5     1.5     0.621621622     13     2
SeCe_group2     1.43     9     46.0     1.5     0.621621622     13     2
SeLa_group2     1.45     9     45.5     1.55     0.58974359     13     1
RbI_group2     1.84     8     45.0     1.875     0.595744681     16     1
OEu_group2     3.44     9     35.5     1.225     0.324324324     13     2
OBa_group2     2.55     8     32.0     1.375     0.27906976699999997     14     1
ONd_group2     2.3     9     34.0     1.225     0.324324324     13     2
NCr_group2     1.38     11     15.5     1.025     0.46428571399999996     9     1
CsPb_group2     1.01     5     68.5     2.2     0.692307692     13     1
TeBi_group2     0.08     11     67.5     1.5     0.875     1     0
TePb_group2     0.3     10     67.0     1.6     0.7777777779999999     2     0
TeLu_group2     0.83     9     61.5     1.575     0.8     13     1
TeYb_group2     1.0     9     61.0     1.575     0.8     13     2
TeTm_group2     0.85     9     60.5     1.575     0.8     13     2
TeEr_group2     0.86     9     60.0     1.575     0.8     13     2
TeHo_group2     0.87     9     59.5     1.575     0.8     13     2
NV_group2     1.41     10     15.0     1.0     0.481481481     10     1
TeDy_group2     0.88     9     59.0     1.575     0.8     13     2
TeGd_group2     0.9     9     58.0     1.6     0.7777777779999999     13     2
TeEu_group2     2.1     9     57.5     1.625     0.756756757     13     2
TeSm_group2     0.93     9     57.0     1.625     0.756756757     13     2
TeNd_group2     0.96     9     56.0     1.625     0.756756757     13     2
TePr_group2     0.97     9     55.5     1.625     0.756756757     13     2
TeCe_group2     0.98     9     55.0     1.625     0.756756757     13     2
TeLa_group2     1.0     9     54.5     1.675     0.7179487179999999     13     1
TeBa_group2     1.21     8     54.0     1.775     0.651162791     14     1
NY_group2     1.82     8     23.0     1.225     0.36111111100000004     12     1
TeTb_group2     0.9     9     58.5     1.575     0.8     13     2
SbLu_group2     0.78     8     61.0     1.6     0.828571429     12     1
NTi_group2     1.5     9     14.5     1.025     0.46428571399999996     11     1
NSc_group2     1.68     8     14.0     1.125     0.40625     12     1
LiCl_group2     2.18     8     10.0     1.225     0.689655172     16     1
LuBi_group2     0.75     8     77.0     1.675     0.914285714     12     1
LiBr_group2     1.98     8     19.0     1.3     0.793103448     16     1
LiI_group2     1.68     8     28.0     1.425     0.9655172409999999     16     1
ErBi_group2     0.78     8     75.5     1.675     0.914285714     12     2
HoBi_group2     0.79     8     75.0     1.675     0.914285714     12     2
DyBi_group2     0.8     8     74.5     1.675     0.914285714     12     2
TbBi_group2     0.82     8     74.0     1.675     0.914285714     12     2
GdBi_group2     0.82     8     73.5     1.7     0.8888888890000001     12     2
LaBi_group2     0.92     8     70.0     1.775     0.8205128209999999     12     1
SmBi_group2     0.85     8     72.5     1.725     0.864864865     12     2
NdBi_group2     0.88     8     71.5     1.725     0.864864865     12     2
CTi_group2     1.01     8     14.0     1.05     0.5     10     1
CZr_group2     1.22     8     23.0     1.125     0.45161290299999995     10     1
PrBi_group2     0.89     8     71.0     1.725     0.864864865     12     2
CNb_group2     0.95     9     23.5     1.075     0.482758621     9     1
CHf_group2     1.25     8     39.0     1.125     0.45161290299999995     10     1
CTa_group2     1.05     9     39.5     1.075     0.482758621     9     1
CeBi_group2     0.9     8     70.5     1.725     0.864864865     12     2
CPt_group2     0.27     14     42.0     1.025     0.518518519     4     1
BHf_group2     0.74     7     38.5     1.2     0.548387097     9     1
SbYb_group2     0.95     8     60.5     1.6     0.828571429     12     2
SbTm_group2     0.8     8     60.0     1.6     0.828571429     12     2
SbEr_group2     0.81     8     59.5     1.6     0.828571429     12     2
NTm_group2     1.79     8     38.0     1.2     0.37142857100000004     12     2
NYb_group2     1.94     8     38.5     1.2     0.37142857100000004     12     2
NLu_group2     1.77     8     39.0     1.2     0.37142857100000004     12     1
NHf_group2     1.74     9     39.5     1.1     0.419354839     11     1
NTa_group2     1.54     10     40.0     1.05     0.448275862     10     1
NW_group2     1.34     11     40.5     1.0     0.481481481     9     1
OMg_group2     2.13     8     10.0     1.05     0.4     14     1
OCa_group2     2.44     8     14.0     1.2     0.333333333     14     1
OV_group2     1.81     11     15.5     0.975     0.444444444     11     1
NEr_group2     1.8     8     37.5     1.2     0.37142857100000004     12     2
OMn_group2     1.89     13     16.5     1.0     0.428571429     9     1
ONi_group2     1.53     16     18.0     0.975     0.444444444     6     1
OSr_group2     2.49     8     23.0     1.3     0.3     14     1
OZr_group2     2.11     10     24.0     1.075     0.387096774     12     1
ONb_group2     1.84     11     24.5     1.025     0.413793103     11     1
OCd_group2     1.75     18     28.0     1.075     0.387096774     4     1
AsZr_group2     0.85     9     36.5     1.35     0.7419354840000001     11     1
OLa_group2     2.34     9     32.5     1.275     0.307692308     13     1
OCe_group2     2.32     9     33.0     1.225     0.324324324     13     2
OPr_group2     2.31     9     33.5     1.225     0.324324324     13     2
OFe_group2     1.61     14     17.0     1.0     0.428571429     8     1
NHo_group2     1.81     8     37.0     1.2     0.37142857100000004     12     2
NDy_group2     1.82     8     36.5     1.2     0.37142857100000004     12     2
NTb_group2     1.84     8     36.0     1.2     0.37142857100000004     12     2
SbHo_group2     0.82     8     59.0     1.6     0.828571429     12     2
SbDy_group2     0.83     8     58.5     1.6     0.828571429     12     2
SbTb_group2     0.85     8     58.0     1.6     0.828571429     12     2
SbGd_group2     0.85     8     57.5     1.625     0.805555556     12     2
SbSm_group2     0.88     8     56.5     1.65     0.783783784     12     2
SbNd_group2     0.91     8     55.5     1.65     0.783783784     12     2
SbPr_group2     0.92     8     55.0     1.65     0.783783784     12     2
SbCe_group2     0.93     8     54.5     1.65     0.783783784     12     2
SbLa_group2     0.95     8     54.0     1.7     0.7435897440000001     12     1
SnTe_group2     0.14     10     51.0     1.425     0.9655172409999999     2     0
NZr_group2     1.71     9     23.5     1.1     0.419354839     11     1
NNb_group2     1.44     10     24.0     1.05     0.448275862     10     1
NMo_group2     0.88     11     24.5     1.05     0.448275862     9     1
NIn_group2     1.26     8     28.0     1.1     0.419354839     2     0
NLa_group2     1.94     8     32.0     1.3     0.333333333     12     1
NCe_group2     1.92     8     32.5     1.25     0.35135135100000003     12     2
NPr_group2     1.91     8     33.0     1.25     0.35135135100000003     12     2
NNd_group2     1.9     8     33.5     1.25     0.35135135100000003     12     2
NSm_group2     1.87     8     34.5     1.25     0.35135135100000003     12     2
NEu_group2     3.04     8     35.0     1.25     0.35135135100000003     12     2
NGd_group2     1.84     8     35.5     1.225     0.36111111100000004     12     2
OSm_group2     2.27     9     35.0     1.225     0.324324324     13     2
AsY_group2     0.96     8     36.0     1.475     0.638888889     12     1
LiF_group2     3.0     8     6.0     0.975     0.344827586     16     1
MnSe_group2     1.0     13     29.5     1.275     0.8214285709999999     9     1
ClAg_group2     1.23     18     32.0     1.3     0.625     6     1
CaSe_group2     1.55     8     27.0     1.475     0.638888889     14     1
PNd_group2     1.05     8     37.5     1.425     0.540540541     12     2
PSm_group2     1.02     8     38.5     1.425     0.540540541     12     2
PEu_group2     2.19     8     39.0     1.425     0.540540541     12     2
PGd_group2     0.99     8     39.5     1.4     0.5555555560000001     12     2
ScBi_group2     0.66     8     52.0     1.6     1.0     12     1
PTb_group2     0.99     8     40.0     1.375     0.571428571     12     2
PDy_group2     0.97     8     40.5     1.375     0.571428571     12     2
PHo_group2     0.96     8     41.0     1.375     0.571428571     12     2
PEr_group2     0.95     8     41.5     1.375     0.571428571     12     2
ScSb_group2     0.69     8     36.0     1.525     0.90625     12     1
PTm_group2     0.94     8     42.0     1.375     0.571428571     12     2
PYb_group2     1.09     8     42.5     1.375     0.571428571     12     2
PLu_group2     0.92     8     43.0     1.375     0.571428571     12     1
SCa_group2     1.58     8     18.0     1.4     0.5555555560000001     14     1
SSc_group2     1.22     9     18.5     1.3     0.625     13     1
ScSe_group2     1.19     9     27.5     1.375     0.71875     13     1
